Status,Name,Adv,Date,Contents
Tropical Storm,Lester,7,1998-10-16T15:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM LESTER DISCUSSION NUMBER   7
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT FRI OCT 16 1998
 
COLD CLOUD TOPS CONTINUE TO WRAP CYCLONICALLY AROUND THE CENTER FROM
THE NE...BUT DVORAK INTENSITY ESTIMATES HAVE NOT CHANGED SO NEITHER
HAS THE OFFICIAL WIND SPEED...50 KT.  MORE INFORMATION COULD BE
AVAILABLE LATER TODAY WHEN A U.S. AIR FORCE RECONNAISSANCE FLIGHT IS
SCHEDULED TO INVESTIGATE THE SYSTEM.  THIS FLIGHT IS PART OF A TEST
TO WORK OUT OVERFLIGHT CLEARANCE PROCEDURES FOR MEXICO.
 
THE MOTION REMAINS TOWARD THE NORTHWEST.  LARGE-SCALE MODELS SHOW
LITTLE CHANGE IN THE STEERING CURRENT NEAR LESTER...BUT THE TRACK
GUIDANCE PAINTS A MORE CONFUSED PICTURE.  SEVERAL OF THE MODELS AND
THE OFFICIAL FORECAST SHOW A CONTINUATION OF THE CURRENT MOTION TO
LANDFALL IN ABOUT 24 HOURS.  THE NOGAPS HEADS SE...THE UKMET SHOWS
DISSIPATION NEAR THE CURRENT POSITION...AND THE GFDL AND BAM STOP
SHORT OF THE COAST.
 
THE PRIMARY THREAT OVER LAND WILL BE PROLONGED HEAVY RAIN...FLOODS
AND MUD SLIDES.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     16/1500Z 14.3N  94.3W    50 KTS
12HR VT     17/0000Z 14.7N  95.1W    55 KTS
24HR VT     17/1200Z 15.6N  96.1W    65 KTS
36HR VT     18/0000Z 16.4N  97.1W    30 KTS...INLAND
48HR VT     18/1200Z 16.9N  98.0W    20 KTS...INLAND
72HR VT     19/1200Z 17.5N  99.5W    20 KTS...INLAND
 
NNNN
"
Hurricane,Lester,8,1998-10-16T21:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER   8
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT FRI OCT 16 1998
 
AN AIR FORCE RECONNAISSANCE FLIGHT HAS CONFIRMED THE ESTIMATES MADE
FROM SATELLITE PICTURES EARLIER THIS AFTERNOON.  THE HURRICANE
HUNTERS INITIALLY FOUND A CENTRAL PRESSURE OF 993 MB AND THEN 992
MB.  WHILE PEAK FLIGHT-LEVEL WINDS OF 70 KT WERE FOUND ON THE ONLY
LEG NE OF THE CENTER...A DROP IN THE EYEWALL SHOWED WINDS AS HIGH AS
80 KT...AND 71 KT AT THE SURFACE..  CLOUD TOPS WARMED CONSIDERABLY
TODAY...BUT AN EYE HAS BECOME VISIBLE ON SATELLITE PICTURES AND
DVORAK T-NUMBERS ARE NOW 4.0.  LESTER IS UPGRADED TO A HURRICANE
WITH 70 KT SURFACE WINDS.
 
THE NW HEADING HAS PERSISTED...ALTHOUGH THE PAST FEW HOURS SUGGEST A
MORE WEST-NORTHWESTWARD HEADING.  THE FORWARD MOTION APPEARS TO HAVE
DECREASED TO ABOUT 5 KT.  THE 12Z AVN KEEPS LESTER ON THE SW SIDE OF
THE ANTICYCLONE OVER THE GULF OF MEXICO.  ASSOCIATED TRACK MODELS
AND THE NHC FORECAST SHOW A CONTINUATION OF THE NW HEADING...AND
LANDFALL WITHIN 24 HOURS.  IN CONTRAST...THE UKMET AND NOGAPS SHOW
RELATIVELY LITTLE MOTION.
 
AS LESTER NEARS LAND...THE CENTER COULD BE DIVERTED AROUND THE HIGH
TERRAIN OF MEXICO.  ON POSSIBILITY IS FOR LESTER TO MOVE
NORTHWESTWARD ON THE WEST SIDE OF THESE OBSTACLES...ALONG THE COAST
IN THE GENERAL DIRECTION OF ACAPULCO.  A MORE DRASTIC CHANGE IN
TRACK WOULD OCCUR IF LESTER TURNED TOWARD THE NORTH AND MOVED INTO
THE PASS NORTH OF THE GULF OF TEHUANTEPEC.
 
SOME ADDITIONAL STRENGTHENING IS POSSIBLE.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     16/2100Z 14.4N  94.7W    70 KTS
12HR VT     17/0600Z 15.0N  95.4W    75 KTS
24HR VT     17/1800Z 15.8N  96.4W    75 KTS
36HR VT     18/0600Z 16.4N  97.5W    35 KTS...INLAND
48HR VT     18/1800Z 16.8N  98.7W    30 KTS...INLAND
72HR VT     19/1800Z 17.5N 100.5W    20 KTS...INLAND
 
NNNN
"
Hurricane,Lester,9,1998-10-17T03:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER   9
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT FRI OCT 16 1998
 
AS THE AIR FORCE RECONNAISSANCE LEFT THE HURRICANE AT 2100Z IT
REPORTED A CENTRAL PRESSURE OF 989 MB. LATEST DEVORAK T-NUMBERS ARE
4.5 AND AN ESTIMATED PRESSURE OF 980 MB.  SO MAXIMUM SURFACE WINDS
ARE INCREASED TO 75 KTS.  
 
LESTER HAS SLOWED DOWN SLIGHTLY AND TAKEN A MORE WEST-NORTHWEST
DIRECTION.  INITIAL MOTION IS 295/04 KTS.  LATEST MODEL GUIDANCE
SUGGESTS THAT LESTER WILL TRACK ALMOST PARALLEL TO THE COASTLINE BUT
A SLIGHT CHANGE IN DIRECTION COULD BRING THE HURRICANE INLAND. 
REGARDLESS...THE SYSTEM WILL BRING STRONG WINDS AND HEAVY RAINFALL
TO THE COASTLINE IN THE NEXT 24 HOURS.  THE OFFICIAL FORECAST
FOLLOWS THE MODEL GUIDANCE AND PARALLELS THE COASTLINE AND IS
SLIGHTLY SOUTH OF THE PREVIOUS OFFICIAL TRACK.  AS MENTIONED IN THE
PREVIOUS PACKAGE THE UKMET AND NOGAPS SHOW RELATIVELY LITTLE MOTION.
 
SOME ADDITIONAL STRENGTHENING IS FORECAST.
 
JARVINEN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     17/0300Z 14.5N  94.9W    75 KTS
12HR VT     17/1200Z 14.8N  95.5W    80 KTS
24HR VT     18/0000Z 15.2N  96.4W    80 KTS
36HR VT     18/1200Z 15.7N  97.6W    60 KTS
48HR VT     19/0000Z 16.1N  98.7W    55 KTS
72HR VT     20/0000Z 17.1N 100.8W    50 KTS
 
 
NNNN
"
Hurricane,Lester,10,1998-10-17T09:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  10
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT SAT OCT 17 1998
 
SATELLITE IMAGES INDICATE THAT LESTER CONTINUES TO BECOME BETTER
ORGANIZED. THE HURRICANE HAS AN EYE EMBEDDED BY A RING OF DEEP
CONVECTION AND T-NUMBERS ARE 4.5 AND 5.0 ON THE DVORAK SCALE. 
INITIAL INTENSITY IS SET AT 80 KNOTS. 

THE HURRICANE IS MOVING ON A WEST-NORTHWEST TRACK ABOUT 6 KNOTS.
THERE IS ENOUGH RIDGING OVER THE GULF OF MEXICO AND NORTHERN MEXICO
TO KEEP LESTER MOVING ON THIS GENERAL TRACK AND THIS IS REFLECTED BY
MOST OF THE MODELS.  ON THIS TRACK...THE CORE OF LESTER WILL BE
MOVING PARALLEL AND VERY CLOSE TO THE COASTLINE BUT ANY DEVIATION TO
THE NORTH COULD BRING THE CORE INLAND.  REGARDLESS...THE SYSTEM WILL
BRING STRONG WINDS AND HEAVY RAINFALL TO THE COASTLINE DURING THE
NEXT FEW DAYS. A HURRICANE WATCH HAS BEEN ISSUED FROM WEST OF PUNTA
MALDONADO TO ACAPULCO.  
 
SOME ADDITIONAL STRENGTHENING IS FORECAST...PRIMARILY BECAUSE THE
OFFICIAL FORECAST KEEPS THE CORE OF HURRICANE OVER WATER.
 
AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     17/0900Z 14.6N  95.6W    80 KTS
12HR VT     17/1800Z 15.0N  96.5W    85 KTS
24HR VT     18/0600Z 15.5N  97.5W    90 KTS
36HR VT     18/1800Z 16.0N  99.0W    90 KTS
48HR VT     19/0600Z 16.5N 100.0W    90 KTS
72HR VT     20/0600Z 17.5N 101.5W    85 KTS...INLAND
 
 
NNNN
"
Hurricane,Lester,11,1998-10-17T15:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  11
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT SAT OCT 17 1998
 
LESTER HAS BEEN NEARLY STATIONARY FOR MORE THAN 6 HOURS.  THE 00Z
AVN FORECAST FOR 500 MB SHOWS SLIGHT STRENGTHENING OF THE FLOW
IN LESTER/S VICINITY...AROUND THE SW SIDE OF THE ANTICYCLONE
CENTERED OVER THE GULF OF MEXICO.  THIS SHOULD BE ENOUGH TO NUDGE
THE HURRICANE TOWARD THE WNW.  THE NWS AND NOGAPS TRACK GUIDANCE
GENERALLY SHOW THIS...AS DOES THE OFFICIAL FORECAST.
 
THE HURRICANE HUNTERS ARE CURRENTLY FLYING THROUGH LESTER.  THEY
FOUND 93 KT WINDS NE AND SE OF THE CENTER AT 700 MB.  A CENTRAL
PRESSURE OF AROUND 973 MB WAS MEASURED BY DROPSONDE.  THE MAXIMUM
SURFACE WINDS ARE ESTIMATED FROM THIS DATA TO BE NEAR 85 KT.  SLIGHT
ADDITIONAL STRENGTHENING IS POSSIBLE.
 
THE WIND RADII HAVE BEEN REDUCED BASED ON THE AIRCRAFT DATA.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     17/1500Z 14.6N  95.5W    85 KTS
12HR VT     18/0000Z 14.7N  95.8W    90 KTS
24HR VT     18/1200Z 14.9N  96.6W    95 KTS
36HR VT     19/0000Z 15.2N  97.5W    95 KTS
48HR VT     19/1200Z 15.6N  98.6W    90 KTS
72HR VT     20/1200Z 16.5N 100.5W    90 KTS
 
NNNN
"
Hurricane,Lester,12,1998-10-17T21:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  12
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT SAT OCT 17 1998
 
CLOUD TOPS HAVE WARMED SINCE THE HURRICANE HUNTERS DEPARTED A FEW
HOURS AGO.  HOWEVER...THE EYE AND EYEWALL REMAIN WELL DEFINED AND
GIVEN THAT THE PREVIOUS ESTIMATED WIND SPEED...BASED ON AIRCRAFT
DATA...WAS ALREADY BELOW THE SATELLITE-BASED ESTIMATES...85 KT IS
AGAIN CHOSEN AS THE WIND SPEED ESTIMATE.
 
LESTER IS MOVING TOWARD THE WEST-NORTHWEST ONCE AGAIN...ROUGHLY
PARALLEL TO THE COAST.  THE 12Z AVN SUGGESTS THAT THE STEERING
FLOW...IF REPRESENTED BY THE WINDS AT 500 MB...INCREASES BY ABOUT 5
KT DURING THE NEXT 48 HOURS.  UNFORTUNATELY...THAT MODEL DOESN/T
DISTINGUISH BETWEEN LESTER AND MADELINE AT 850 MB AT THE END OF
THAT PERIOD.  THE GFDL SHOW A MARKED ACCELERATION TO NEAR 20 KT
BEGINNING NOW...WHICH SEEMS UNREALISTIC.  MOST OF THE REST OF THE
AND THE OFFICIAL FORECAST ARE SIMILAR TO THE PREVIOUS NHC
PREDICTION...SHOWING LESTER MOVING PARALLEL TO AND NEAR THE SW COAST
OF MEXICO.  THIS REQUIRES EXTENDING THE HURRICANE WARNING
NORTHWESTWARD TO INCLUDE ACAPULCO.
 
LITTLE CHANGE IN INTENSITY IS SHOWN.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     17/2100Z 14.8N  96.2W    85 KTS
12HR VT     18/0600Z 15.0N  97.2W    90 KTS
24HR VT     18/1800Z 15.6N  98.8W    95 KTS
36HR VT     19/0600Z 16.0N 100.4W    95 KTS
48HR VT     19/1800Z 16.6N 101.9W    90 KTS
72HR VT     20/1800Z 18.0N 105.0W    90 KTS
 
 
NNNN
"
Hurricane,Lester,13,1998-10-18T03:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  13
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT SAT OCT 17 1998
 
SATELLITE-BASED ESTIMATES OF INTENSITY HAVE DECREASED ONE-HALF T-
NUMBER FROM BOTH TAFB AND SAB...MORE IN LINE WITH PREVIOUS RECON
OBS. THE INITIAL INTENSITY REMAINS AT 85 KT.  HOWEVER...FORECAST
TRACK IS STARTING TO SLOWLY MOVE LESTER AWAY FROM MAINLAND...AND
LEAVES THE POSSIBILITY FOR LATER STRENGTHENING.
 
LESTER IS MOVING MORE TOWARD THE WEST 280/05 KNOTS.  IF THIS
PERSISTS THE SYSTEM WILL SLOWLY MOVE AWAY FROM THE MAINLAND.  MODEL
GUIDANCE CONTINUES TO MOVE SYSTEM WEST-NORTHWEST OR APPROXIMATELY
PARALLEL TO THE COAST.  THE OFFICIAL FORECAST IS SIMILAR TO THE
PREVIOUS NHC PREDICTION BUT SLIGHTLY SOUTH.
 
JARVINEN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     18/0300Z 14.7N  96.5W    85 KTS
12HR VT     18/1200Z 14.8N  97.3W    90 KTS
24HR VT     19/0000Z 15.1N  98.6W    95 KTS
36HR VT     19/1200Z 15.6N 100.2W    95 KTS
48HR VT     20/0000Z 16.3N 102.0W    90 KTS
72HR VT     21/0000Z 17.7N 105.8W    90 KTS
 
 
NNNN
"
Hurricane,Lester,14,1998-10-18T09:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  14
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT SUN OCT 18 1998

THE EYE HAS BEEN WOBBLING BUT MOVING IN A GENERALLY WESTWARD
DIRECTION NEAR 7 KNOTS...AND A CONTINUED WESTWARD MOTION LESSENS THE
THREAT TO SOUTHERN MEXICO.  THE LATEST NCEP GLOBAL MODEL PREDICTION
FOR 500 MB SHOWS A RIDGE TO THE NORTH OF THE HURRICANE FOR THE NEXT
2-3 DAYS WITH SOME WEAKENING NEAR THE END OF THE FORECAST PERIOD. 
THIS SUPPORTS A MOTION BETWEEN WEST AND WEST-NORTHWEST.  THE CURRENT
OFFICIAL FORECAST IS ONLY SLIGHTLY SOUTH OF THE PREVIOUS ONE...BUT
GENERALLY ON THE NORTH SIDE OF THE OBJECTIVE TRACK PREDICTION
MODELS.  ALTHOUGH IT APPEARS THAT THE HURRICANE WILL REMAIN OFFSHORE
FOR THE NEXT DAY OR TWO...THERE IS STILL SOME CONCERN THAT LESTER
COULD MOVE MORE NORTHWESTWARD AND COME CLOSE ENOUGH TO THE COAST TO
CAUSE SIGNIFICANT EFFECTS.  

THE RING OF COLDEST CLOUD TOPS HAS BEEN ERODING ON RECENT SATELLITE
IMAGES...BUT THIS IS PROBABLY JUST A FLUCTUATION.  THE CURRENT
INTENSITY ESTIMATE CONTINUES NEAR 85 KNOTS...ALTHOUGH DVORAK
ESTIMATES ARE SOMEWHAT HIGHER.  ANOTHER AERIAL RECONNAISSANCE OF
LESTER WILL GIVE MORE DEFINITIVE INTENSITY INFORMATION.  A SLIGHT
INCREASE IN STRENGTH IS FORECAST DURING THE NEXT 24 HOURS SINCE THE
ENVIRONMENT APPEARS TO BE FAVORABLE.  

PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     18/0900Z 14.6N  97.5W    85 KTS
12HR VT     18/1800Z 14.7N  98.5W    90 KTS
24HR VT     19/0600Z 15.0N 100.0W    95 KTS
36HR VT     19/1800Z 15.5N 101.5W    95 KTS
48HR VT     20/0600Z 16.0N 103.0W    95 KTS
72HR VT     21/0600Z 17.0N 107.0W    95 KTS
 
NNNN
"
Hurricane,Lester,15,1998-10-18T15:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  15
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT SUN OCT 18 1998
 
THE EYE OF LESTER WHICH HAS BEEN A PROMINENT FEATURE FOR THE LAST
24 HOURS OR SO IS NO LONGER APPARENT IN SATELLITE IMAGERY.  THE
CENTER IS EMBEDDED WITHIN A SYMMETRIC CDO OF -70 TO -80 DEG C CLOUD
TOPS.  THE INITIAL INTENSITY ESTIMATE WILL BE HELD AT 85 KNOTS WITH
A RECONNAISSANCE AIRCRAFT SCHEDULED TO INVESTIGATE LESTER LATER
TODAY.  THE TROPICAL CYCLONE STILL HAS FAIR OUTFLOW PATTERN OVER 
THE SOUTHERN SEMICIRCLE AND A LOW VERTICAL WIND SHEAR ENVIRONMENT
AHEAD...PER CIMSS ANALYSES. THUS...SOME ADDITIONAL STRENGTHENING 
IS FORECAST DURING THE NEXT 24 HOURS...CONSISTENT WITH THE PREVIOUS
PACKAGE.
 
A 24-HOUR SATELLITE LOOP SHOWS THAT LESTER HAS BEEN MOVING ON A
GENERAL WESTWARD HEADING.  THE INITIAL MOTION ESTIMATE IS 270/07
KNOTS.  A WEST TO WEST-NORTHWEST IS EXPECTED TO PERSIST FOR THE
NEXT SEVERAL DAYS UNDER THE INFLUENCE OF THE MID-LEVEL RIDGE NORTH
OF THE SYSTEM.  THE OFFICIAL FORECAST TRACK IS CONSISTENT WITH
THIS SCENARIO AND IS IN CLOSEST AGREEMENT WITH THE STATISTICAL-
DYNAMICAL GUIDANCE MODEL P9UK.  AS A CONSEQUENCE...THE THREAT TO
SOUTHERN MEXICO SHOULD DIMINISH.  HOWEVER...THERE IS STILL SOME
CONCERN THAT LESTER COULD MOVE MORE NORTHWESTWARD AND COME CLOSE
ENOUGH TO THE COAST TO CAUSE SIGNIFICANT EFFECTS. 

IF THE CURRENT MOTION PERSISTS THE GOVERNMENT OF MEXICO MAY
DISCONTINUE THE HURRICANE WARNINGS LATER TODAY.  
 
GUINEY
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     18/1500Z 14.5N  98.1W    85 KTS
12HR VT     19/0000Z 14.6N  99.2W    90 KTS
24HR VT     19/1200Z 15.0N 100.9W    95 KTS
36HR VT     20/0000Z 15.3N 102.4W    95 KTS
48HR VT     20/1200Z 16.0N 104.5W    95 KTS
72HR VT     21/1200Z 17.0N 108.0W    95 KTS
 
 
NNNN
"
Hurricane,Lester,16,1998-10-18T21:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM COR
HURRICANE LESTER DISCUSSION NUMBER  16
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT SUN OCT 18 1998

...CORRECTION FOR INITIAL POSITION...
 
THE U.S. AIR FORCE RESERVE RECONNAISSANCE AIRCRAFT MADE ITS PASS
THROUGH LESTER A FEW HOURS AGO AND REPORTED 85 KNOT SURFACE WINDS
AND A 973 MB CENTRAL PRESSURE FROM A GPS DROPSONDE. ON ITS EXIT
LEG THROUGH THE NORTHWEST QUADRANT IT FOUND A FLIGHT-LEVEL WIND OF
98 KNOTS.  BASED ON THIS DATA...THE INITIAL INTENSITY ESTIMATE IS
INCREASED TO 90 KNOTS. VISIBLE SATELLITE PICTURES HAVE SHOWN A FAINT
EYE-TYPE FEATURE THROUGH MOST OF THE DAY WHILE INFRARED IMAGERY HAS
BEEN LESS DEFINITIVE.  THE RECON AIRCRAFT OBSERVED A CIRCULAR 15 NMI
CLOSED EYE WHICH IS VERY CONSISTENT WITH ITS REPORTS YESTERDAY. 

THE OUTFLOW IS WELL-ESTABLISHED OVER THE SOUTHERN AND EASTERN
PORTIONS OF THE HURRICANE WHILE IMPROVING OVER THE NORTHERN
QUADRANT.  SOME ADDITIONAL STRENGTHENING IS STILL FORECAST...
CONSISTENT WITH THE OUTPUT FROM SHIPS. 
 
THE RECON FIX ALONG WITH SATELLITE POSITION ESTIMATES INDICATE THAT
LESTER HAS BEEN MOVING JUST SOUTH OF WEST OVER THE LAST 6 HOURS. 
THE INITIAL MOTION ESTIMATE IS NOW 265/07 KNOTS. THIS A GENERAL
WESTWARD HEADING IS EXPECTED TO BE MAINTAINED FOR THE NEXT 24-36
HOURS UNDER THE INFLUENCE OF THE MID-LEVEL RIDGE NORTH OF THE
HURRICANE. THEREAFTER...A MORE WEST-NORTHWEST COURSE IS FORECAST AS
THE SYSTEM NEARS THE WESTERN PERIPHERY OF THE RIDGE.  THE OFFICIAL
FORECAST TRACK FOLLOWS THIS SCENARIO AND IS IN GOOD AGREEMENT WITH
THE STATISTICAL-DYNAMICAL GUIDANCE MODEL NHC P91E.  THE GFDL IS THE
RIGHT-MOST OF THE TRACK PREDICTION GUIDANCE WHICH MOVES LESTER ON
A WEST-NORTHWEST TRACK THEN BENDS TOWARD THE NORTHWEST BEYOND 24
HOURS APPARENTLY IN RESPONSE TO THE TROUGH APPROACHING THE LOWER
U.S. WEST COAST.  BESIDES BEING INCONSISTENT WITH THE CURRENT MOTION
HISTORICALLY THE GFDL HAS NOT BEEN A VERY GOOD PERFORMER WITH EAST
PACIFIC TROPICAL CYCLONES. 
 
THE GOOD NEWS IS THAT FORECAST TRACK SIGNIFICANTLY DIMINISHES THE
THREAT TO SOUTHERN MEXICO.  THE GOVERNMENT OF MEXICO WILL LIKELY
DISCONTINUE THE WATCHES AND WARNINGS LATER TODAY.  HOWEVER...ALL
INTERESTS IN THE WATCH AND WARNING AREA SHOULD CONTINUE TO CLOSELY
MONITOR THE PROGRESS OF LESTER SINCE COASTAL SECTIONS COULD STILL
EXPERIENCE SOME EFFECTS OF THIS HURRICANE. 

GUINEY
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     18/2100Z 14.3N  99.0W    90 KTS
12HR VT     19/0600Z 14.3N 100.0W    95 KTS
24HR VT     19/1800Z 14.4N 101.5W    95 KTS
36HR VT     20/0600Z 14.6N 102.9W    95 KTS
48HR VT     20/1800Z 15.0N 104.5W    95 KTS
72HR VT     21/1800Z 16.0N 108.5W    95 KTS
 
 
NNNN
"
Hurricane,Lester,17,1998-10-19T03:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  17
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT SUN OCT 18 1998
 
SATELLITE INTENSITY ESTIMATES REMAIN THE SAME AS PREVIOUS PACKAGE
AND NO CHANGE IS MADE TO INTENSITY...90 KTS...973 MB. SOME
ADDITIONAL STRENGTHENING IS STILL FORECAST...CONSISTENT WITH THE
OUTPUT FROM SHIPS.
 
THE INITIAL MOTION ESTIMATE IS NOW 270/07 KNOTS. THIS GENERAL
WESTWARD MOTION IS EXPECTED TO CONTINUE FOR THE NEXT 24-36
HOURS UNDER THE INFLUENCE OF THE MID-LEVEL RIDGE NORTH OF THE
HURRICANE. THEREAFTER...A MORE WEST-NORTHWEST COURSE IS FORECAST AS
THE SYSTEM NEARS THE WESTERN PERIPHERY OF THE RIDGE.  THE OFFICIAL
FORECAST TRACK FOLLOWS THIS SCENARIO AND IS JUST SLIGHTLY SOUTH OF
THE PREVIOUS PACKAGE.  
 
A THREAT TO SOUTHERN MEXICO STILL REMAINS AND THE GOVERNMENT OF
MEXICO HAS DECIDED TO CONTINUE THE WATCHES AND WARNINGS UNTIL
LESTERS THREAT DIMINISHES.
 
JARVINEN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     19/0300Z 14.3N  99.7W    90 KTS
12HR VT     19/1200Z 14.3N 100.7W    95 KTS
24HR VT     20/0000Z 14.5N 102.2W    95 KTS
36HR VT     20/1200Z 14.7N 103.7W    95 KTS
48HR VT     21/0000Z 15.0N 105.7W    95 KTS
72HR VT     22/0000Z 16.0N 109.6W    95 KTS
 
 
NNNN
"
Hurricane,Lester,18,1998-10-19T09:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  18
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT MON OCT 19 1998

THE INTENSITY...COVERAGE...AND ORGANIZATION OF DEEP CONVECTION
ASSOCIATED WITH THE HURRICANE HAS DIMINISHED OVER THE PAST SEVERAL
HOURS...AND THE INTENSITY IS REDUCED TO 85 KNOTS ON THIS ADVISORY. 
UPPER-TROPOSPHERIC OUTFLOW IS BEING IMPEDED TO THE NORTHEAST AT THIS
TIME.  AS LESTER CONTINUES FARTHER TO THE WEST...THE UPPER-LEVEL
FLOW MAY AGAIN BECOME MORE FAVORABLE...BUT GIVEN THE
UNCERTAINTIES...NO SIGNIFICANT CHANGE IN STRENGTH IS FORECAST.

MOTION IS SLIGHTLY FASTER TOWARD THE WEST...AROUND 8 OR 9 KNOTS. 
OBJECTIVE TRACK PREDICTION GUIDANCE AND THE 500 FLOW FORECAST FROM
THE NCEP GLOBAL MODEL SUPPORT A CONTINUED GENERALLY WESTWARD MOTION
FOR THE NEXT COUPLE OF DAYS.  NEAR THE END OF THE PERIOD...A MORE
WEST-NORTHWESTWARD MOTION IS LIKELY AS LESTER NEARS A WEAKNESS IN
THE SUBTROPICAL RIDGE.  THE CURRENT OFFICIAL FORECAST IS SIMILAR TO
THE PREVIOUS ONE AND IS REASONABLY CLOSE TO THE NOGAPS AND
BAROTROPIC MODEL GUIDANCE.

AS A PRECAUTION...A HURRICANE WATCH IS IN EFFECT FOR A PORTION OF
THE SOUTHERN COAST OF MEXICO.
 
PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     19/0900Z 14.2N 100.8W    85 KTS
12HR VT     19/1800Z 14.3N 102.0W    85 KTS
24HR VT     20/0600Z 14.5N 103.5W    85 KTS
36HR VT     20/1800Z 14.7N 105.3W    85 KTS
48HR VT     21/0600Z 15.0N 107.0W    85 KTS
72HR VT     22/0600Z 16.0N 110.0W    85 KTS
 
NNNN
"
